source_dataset,passenger_id,pclass,survived,name,sex,age,family_size,fare,embarked,survived_label
Dataset 1,813,3,0,"Mionoff, Mr. Stoytcho",male,28.0,0.0,7.8958,S,Did Not Survive
Dataset 1,814,3,1,Miss. Elizabeth,female,0.17,3.0,,S,Survived
Dataset 1,815,2,0,"Mitchell, Mr. Henry Michael",male,70.0,0.0,10.5,S,Did Not Survive
Dataset 1,816,3,0,"Mitkoff, Mr. Mito",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,817,1,1,"Mock, Mr. Philipp Edmund",male,30.0,1.0,57.75,C,Survived
Dataset 1,818,3,1,"Mockler, Miss. Helen Mary ""Ellie""",female,,0.0,7.8792,Q,Survived
Dataset 1,819,3,0,"Moen, Mr. Sigurd Hansen",male,25.0,0.0,7.65,S,Did Not Survive
Dataset 1,820,1,0,"Molson, Mr. Harry Markland",male,55.0,0.0,30.5,S,Did Not Survive
Dataset 1,821,2,0,"Montvila, Rev. Juozas",male,27.0,0.0,13.0,S,Did Not Survive
Dataset 1,822,3,1,"Moor, Master. Meier",male,6.0,1.0,12.475,S,Survived
Dataset 1,823,3,1,"Moor, Mrs. (Beila)",female,27.0,1.0,12.475,S,Survived
Dataset 1,824,1,0,"Moore, Mr. Clarence Bloomfield",male,47.0,0.0,42.4,S,Did Not Survive
Dataset 1,825,3,0,"Moore, Mr. Leonard Charles",male,,0.0,8.05,S,Did Not Survive
Dataset 1,826,3,1,"Moran, Miss. Bertha",female,,1.0,24.15,Q,Survived
Dataset 1,827,3,0,"Moran, Mr. Daniel J",male,,1.0,24.15,Q,Did Not Survive
Dataset 1,828,3,0,"Moran, Mr. James",male,,0.0,8.4583,Q,Did Not Survive
Dataset 1,829,2,0,"Moraweck, Dr. Ernest",male,54.0,0.0,14.0,S,Did Not Survive
Dataset 1,830,2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0.0,26.0,S,Did Not Survive
Dataset 1,831,3,0,"Morley, Mr. William",male,34.0,0.0,8.05,S,Did Not Survive
Dataset 1,832,3,0,"Morrow, Mr. Thomas Rowan",male,,0.0,7.75,Q,Did Not Survive
Dataset 1,833,3,1,"Moss, Mr. Albert Johan",male,,0.0,7.775,S,Survived
Dataset 1,834,3,1,"Moubarek, Master. Gerios",male,,2.0,15.2458,C,Survived
Dataset 1,835,3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,,2.0,15.2458,C,Survived
Dataset 1,836,3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",female,,2.0,15.2458,C,Survived
Dataset 1,837,3,1,"Moussa, Mrs. (Mantoura Boulos)",female,,0.0,7.2292,C,Survived
Dataset 1,838,3,0,"Moutal, Mr. Rahamin Haim",male,,0.0,8.05,S,Did Not Survive
Dataset 1,839,2,0,"Mudd, Mr. Thomas Charles",male,16.0,0.0,10.5,S,Did Not Survive
Dataset 1,840,3,1,"Mullens, Miss. Katherine ""Katie""",female,,0.0,7.7333,Q,Survived
Dataset 1,841,3,1,"Mulvihill, Miss. Bertha E",female,24.0,0.0,7.75,Q,Survived
Dataset 1,842,3,0,"Murdlin, Mr. Joseph",male,,0.0,8.05,S,Did Not Survive
Dataset 1,843,3,1,"Murphy, Miss. Katherine ""Kate""",female,,1.0,15.5,Q,Survived
Dataset 1,844,3,1,"Murphy, Miss. Margaret Jane",female,,1.0,15.5,Q,Survived
Dataset 1,845,3,1,"Murphy, Miss. Nora",female,,0.0,15.5,Q,Survived
Dataset 1,846,3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0.0,7.75,S,Did Not Survive
Dataset 1,847,2,0,"Myles, Mr. Thomas Francis",male,62.0,0.0,9.6875,Q,Did Not Survive
Dataset 1,848,3,0,"Naidenoff, Mr. Penko",male,22.0,0.0,7.8958,S,Did Not Survive
Dataset 1,849,3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0.0,7.225,C,Survived
Dataset 1,850,3,1,"Nakid, Miss. Maria (""Mary"")",female,1.0,2.0,15.7417,C,Survived
Dataset 1,851,3,1,"Nakid, Mr. Sahid",male,20.0,2.0,15.7417,C,Survived
Dataset 1,852,3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,19.0,2.0,15.7417,C,Survived
Dataset 1,853,3,0,"Nancarrow, Mr. William Henry",male,33.0,0.0,8.05,S,Did Not Survive
Dataset 1,854,3,0,"Nankoff, Mr. Minko",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,855,3,0,"Nasr, Mr. Mustafa",male,,0.0,7.2292,C,Did Not Survive
Dataset 1,856,2,0,"Nasser, Mr. Nicholas",male,32.5,1.0,30.0708,C,Did Not Survive
Dataset 1,857,2,1,"Nasser, Mrs. Nicholas (Adele Achem)",female,14.0,1.0,30.0708,C,Survived
Dataset 1,858,1,0,"Natsch, Mr. Charles H",male,37.0,1.0,29.7,C,Did Not Survive
Dataset 1,859,3,0,"Naughton, Miss. Hannah",female,,0.0,7.75,Q,Did Not Survive
Dataset 1,860,2,1,"Navratil, Master. Edmond Roger",male,2.0,2.0,26.0,S,Survived
Dataset 1,861,2,1,"Navratil, Master. Michel M",male,3.0,2.0,26.0,S,Survived
Dataset 1,862,2,0,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,2.0,26.0,S,Did Not Survive
Dataset 1,863,3,0,"Nenkoff, Mr. Christo",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,864,2,0,"Nesson, Mr. Israel",male,26.0,0.0,13.0,S,Did Not Survive
Dataset 1,865,1,1,"Newell, Miss. Madeleine",female,31.0,1.0,113.275,C,Survived
Dataset 1,866,1,1,"Newell, Miss. Marjorie",female,23.0,1.0,113.275,C,Survived
Dataset 1,867,1,0,"Newell, Mr. Arthur Webster",male,58.0,2.0,113.275,C,Did Not Survive
Dataset 1,868,1,1,"Newsom, Miss. Helen Monypeny",female,19.0,2.0,26.2833,S,Survived
Dataset 1,869,2,0,"Nicholls, Mr. Joseph Charles",male,19.0,2.0,36.75,S,Did Not Survive
Dataset 1,870,1,0,"Nicholson, Mr. Arthur Ernest",male,64.0,0.0,26.0,S,Did Not Survive
Dataset 1,871,3,1,"Nicola-Yarred, Master. Elias",male,12.0,1.0,11.2417,C,Survived
Dataset 1,872,3,1,"Nicola-Yarred, Miss. Jamila",female,14.0,1.0,11.2417,C,Survived
Dataset 1,873,3,0,"Nieminen, Miss. Manta Josefina",female,29.0,0.0,7.925,S,Did Not Survive
Dataset 1,874,3,0,"Niklasson, Mr. Samuel",male,28.0,0.0,8.05,S,Did Not Survive
Dataset 1,875,3,1,"Nilsson, Miss. Berta Olivia",female,18.0,0.0,7.775,S,Survived
Dataset 1,876,3,1,"Nilsson, Miss. Helmina Josefina",female,26.0,0.0,7.8542,S,Survived
Dataset 1,877,3,0,"Nilsson, Mr. August Ferdinand",male,21.0,0.0,7.8542,S,Did Not Survive
Dataset 1,878,3,0,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0.0,7.125,S,Did Not Survive
Dataset 1,879,3,1,"Niskanen, Mr. Juha",male,39.0,0.0,7.925,S,Survived
Dataset 1,880,2,0,"Norman, Mr. Robert Douglas",male,28.0,0.0,13.5,S,Did Not Survive
Dataset 1,881,3,0,"Nosworthy, Mr. Richard Cater",male,21.0,0.0,7.8,S,Did Not Survive
Dataset 1,882,2,1,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",male,20.0,0.0,13.8625,C,Survived
Dataset 1,883,3,0,"Novel, Mr. Mansouer",male,28.5,0.0,7.2292,C,Did Not Survive
Dataset 1,884,2,1,"Nye, Mrs. (Elizabeth Ramell)",female,29.0,0.0,10.5,S,Survived
Dataset 1,885,3,1,"Nysten, Miss. Anna Sofia",female,22.0,0.0,7.75,S,Survived
Dataset 1,886,3,0,"Nysveen, Mr. Johan Hansen",male,61.0,0.0,6.2375,S,Did Not Survive
Dataset 1,887,3,0,"O'Brien, Mr. Thomas",male,,1.0,15.5,Q,Did Not Survive
Dataset 1,888,3,0,"O'Brien, Mr. Timothy",male,,0.0,7.8292,Q,Did Not Survive
Dataset 1,889,3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1.0,15.5,Q,Survived
Dataset 1,890,3,0,"O'Connell, Mr. Patrick D",male,,0.0,7.7333,Q,Did Not Survive
Dataset 1,891,3,0,"O'Connor, Mr. Maurice",male,,0.0,7.75,Q,Did Not Survive
Dataset 1,892,3,0,"O'Connor, Mr. Patrick",male,,0.0,7.75,Q,Did Not Survive
Dataset 1,893,3,0,"Odahl, Mr. Nils Martin",male,23.0,0.0,9.225,S,Did Not Survive
Dataset 1,894,3,0,"O'Donoghue, Ms. Bridget",female,,0.0,7.75,Q,Did Not Survive
Dataset 1,895,3,1,"O'Driscoll, Miss. Bridget",female,,0.0,7.75,Q,Survived
Dataset 1,896,3,1,"O'Dwyer, Miss. Ellen ""Nellie""",female,,0.0,7.8792,Q,Survived
Dataset 1,897,3,1,"Ohman, Miss. Velin",female,22.0,0.0,7.775,S,Survived
Dataset 1,898,3,1,"O'Keefe, Mr. Patrick",male,,0.0,7.75,Q,Survived
Dataset 1,899,3,1,"O'Leary, Miss. Hanora ""Norah""",female,,0.0,7.8292,Q,Survived
Dataset 1,900,1,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0.0,108.9,C,Survived
Dataset 1,901,3,1,"Olsen, Master. Artur Karl",male,9.0,1.0,3.1708,S,Survived
Dataset 1,902,3,0,"Olsen, Mr. Henry Margido",male,28.0,0.0,22.525,S,Did Not Survive
Dataset 1,903,3,0,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,1.0,8.4042,S,Did Not Survive
Dataset 1,904,3,0,"Olsen, Mr. Ole Martin",male,,0.0,7.3125,S,Did Not Survive
Dataset 1,905,3,0,"Olsson, Miss. Elina",female,31.0,0.0,7.8542,S,Did Not Survive
Dataset 1,906,3,0,"Olsson, Mr. Nils Johan Goransson",male,28.0,0.0,7.8542,S,Did Not Survive
Dataset 1,907,3,1,"Olsson, Mr. Oscar Wilhelm",male,32.0,0.0,7.775,S,Survived
Dataset 1,908,3,0,"Olsvigen, Mr. Thor Anderson",male,20.0,0.0,9.225,S,Did Not Survive
Dataset 1,909,1,1,"Omont, Mr. Alfred Fernand",male,,0.0,25.7417,C,Survived
Dataset 1,910,3,0,"Oreskovic, Miss. Jelka",female,23.0,0.0,8.6625,S,Did Not Survive
Dataset 1,911,3,0,"Oreskovic, Miss. Marija",female,20.0,0.0,8.6625,S,Did Not Survive
Dataset 1,912,3,0,"Oreskovic, Mr. Luka",male,20.0,0.0,8.6625,S,Did Not Survive
Dataset 1,913,3,0,"Osen, Mr. Olaf Elon",male,16.0,0.0,9.2167,S,Did Not Survive
Dataset 1,914,3,1,"Osman, Mrs. Mara",female,31.0,0.0,8.6833,S,Survived
Dataset 1,915,1,1,"Ostby, Miss. Helene Ragnhild",female,22.0,1.0,61.9792,C,Survived
Dataset 1,916,1,0,"Ostby, Mr. Engelhart Cornelius",male,65.0,1.0,61.9792,C,Did Not Survive
Dataset 1,917,3,0,"O'Sullivan, Miss. Bridget Mary",female,,0.0,7.6292,Q,Did Not Survive
Dataset 1,918,2,0,"Otter, Mr. Richard",male,39.0,0.0,13.0,S,Did Not Survive
Dataset 1,919,1,0,"Ovies y Rodriguez, Mr. Servando",male,28.5,0.0,27.7208,C,Did Not Survive
Dataset 1,920,2,1,"Oxenham, Mr. Percy Thomas",male,22.0,0.0,10.5,S,Survived
Dataset 1,921,2,1,"Padro y Manent, Mr. Julian",male,,0.0,13.8625,C,Survived
Dataset 1,922,2,0,"Pain, Dr. Alfred",male,23.0,0.0,10.5,S,Did Not Survive
Dataset 1,923,2,1,"Pallas y Castello, Mr. Emilio",male,29.0,0.0,13.8583,C,Survived
Dataset 1,924,3,0,"Palsson, Master. Gosta Leonard",male,2.0,4.0,21.075,S,Did Not Survive
Dataset 1,925,3,0,"Palsson, Master. Paul Folke",male,6.0,4.0,21.075,S,Did Not Survive
Dataset 1,926,3,0,"Palsson, Miss. Stina Viola",female,3.0,4.0,21.075,S,Did Not Survive
Dataset 1,927,3,0,"Palsson, Miss. Torborg Danira",female,8.0,4.0,21.075,S,Did Not Survive
Dataset 1,928,3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29.0,4.0,21.075,S,Did Not Survive
Dataset 1,929,3,0,"Panula, Master. Eino Viljami",male,1.0,5.0,39.6875,S,Did Not Survive
Dataset 1,930,3,0,"Panula, Master. Juha Niilo",male,7.0,5.0,39.6875,S,Did Not Survive
Dataset 1,931,3,0,"Panula, Master. Urho Abraham",male,2.0,5.0,39.6875,S,Did Not Survive
Dataset 1,932,3,0,"Panula, Mr. Ernesti Arvid",male,16.0,5.0,39.6875,S,Did Not Survive
Dataset 1,933,3,0,"Panula, Mr. Jaako Arnold",male,14.0,5.0,39.6875,S,Did Not Survive
Dataset 1,934,3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41.0,5.0,39.6875,S,Did Not Survive
Dataset 1,935,2,0,"Parker, Mr. Clifford Richard",male,28.0,0.0,10.5,S,Did Not Survive
Dataset 1,936,2,0,"Parkes, Mr. Francis ""Frank""",male,,0.0,0.0,S,Did Not Survive
Dataset 1,937,1,0,"Parr, Mr. William Henry Marsh",male,,0.0,0.0,S,Did Not Survive
Dataset 1,938,2,1,"Parrish, Mrs. (Lutie Davis)",female,50.0,1.0,26.0,S,Survived
Dataset 1,939,1,0,"Partner, Mr. Austen",male,45.5,0.0,28.5,S,Did Not Survive
Dataset 1,940,3,0,"Pasic, Mr. Jakob",male,21.0,0.0,8.6625,S,Did Not Survive
Dataset 1,941,3,0,"Patchett, Mr. George",male,19.0,0.0,14.5,S,Did Not Survive
Dataset 1,942,3,0,"Paulner, Mr. Uscher",male,,0.0,8.7125,C,Did Not Survive
Dataset 1,943,3,0,"Pavlovic, Mr. Stefo",male,32.0,0.0,7.8958,S,Did Not Survive
Dataset 1,944,1,0,"Payne, Mr. Vivian Ponsonby",male,23.0,0.0,93.5,S,Did Not Survive
Dataset 1,945,3,0,"Peacock, Master. Alfred Edward",male,0.75,2.0,13.775,S,Did Not Survive
Dataset 1,946,3,0,"Peacock, Miss. Treasteall",female,3.0,2.0,13.775,S,Did Not Survive
Dataset 1,947,3,0,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,2.0,13.775,S,Did Not Survive
Dataset 1,948,3,0,"Pearce, Mr. Ernest",male,,0.0,7.0,S,Did Not Survive
Dataset 1,949,1,0,"Pears, Mr. Thomas Clinton",male,29.0,1.0,66.6,S,Did Not Survive
Dataset 1,950,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1.0,66.6,S,Survived
Dataset 1,951,3,0,"Pedersen, Mr. Olaf",male,,0.0,7.775,S,Did Not Survive
Dataset 1,952,3,0,"Peduzzi, Mr. Joseph",male,,0.0,8.05,S,Did Not Survive
Dataset 1,953,3,0,"Pekoniemi, Mr. Edvard",male,21.0,0.0,7.925,S,Did Not Survive
Dataset 1,954,3,0,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0.0,7.925,S,Did Not Survive
Dataset 1,955,1,0,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1.0,108.9,C,Did Not Survive
Dataset 1,956,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1.0,108.9,C,Survived
Dataset 1,957,2,0,"Pengelly, Mr. Frederick William",male,19.0,0.0,10.5,S,Did Not Survive
Dataset 1,958,3,0,"Perkin, Mr. John Henry",male,22.0,0.0,7.25,S,Did Not Survive
Dataset 1,959,2,0,"Pernot, Mr. Rene",male,,0.0,15.05,C,Did Not Survive
Dataset 1,960,1,1,"Perreault, Miss. Anne",female,30.0,0.0,93.5,S,Survived
Dataset 1,961,3,1,"Persson, Mr. Ernst Ulrik",male,25.0,1.0,7.775,S,Survived
Dataset 1,962,2,0,"Peruschitz, Rev. Joseph Maria",male,41.0,0.0,13.0,S,Did Not Survive
Dataset 1,963,3,1,"Peter, Master. Michael J",male,,2.0,22.3583,C,Survived
Dataset 1,964,3,1,"Peter, Miss. Anna",female,,2.0,22.3583,C,Survived
Dataset 1,965,3,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,,2.0,22.3583,C,Survived
Dataset 1,966,3,0,"Peters, Miss. Katie",female,,0.0,8.1375,Q,Did Not Survive
Dataset 1,967,3,0,"Petersen, Mr. Marius",male,24.0,0.0,8.05,S,Did Not Survive
Dataset 1,968,3,0,"Petranec, Miss. Matilda",female,28.0,0.0,7.8958,S,Did Not Survive
Dataset 1,969,3,0,"Petroff, Mr. Nedelio",male,19.0,0.0,7.8958,S,Did Not Survive
Dataset 1,970,3,0,"Petroff, Mr. Pastcho (""Pentcho"")",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,971,3,0,"Petterson, Mr. Johan Emil",male,25.0,1.0,7.775,S,Did Not Survive
Dataset 1,972,3,0,"Pettersson, Miss. Ellen Natalia",female,18.0,0.0,7.775,S,Did Not Survive
Dataset 1,973,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0.0,30.5,S,Survived
Dataset 1,974,2,1,"Phillips, Miss. Alice Frances Louisa",female,21.0,1.0,21.0,S,Survived
Dataset 1,975,2,1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0.0,26.0,S,Survived
Dataset 1,976,2,0,"Phillips, Mr. Escott Robert",male,43.0,1.0,21.0,S,Did Not Survive
Dataset 1,977,3,1,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0.0,8.05,S,Survived
Dataset 1,978,2,1,"Pinsky, Mrs. (Rosa)",female,32.0,0.0,13.0,S,Survived
Dataset 1,979,3,0,"Plotcharsky, Mr. Vasil",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,980,3,0,"Pokrnic, Mr. Mate",male,17.0,0.0,8.6625,S,Did Not Survive
Dataset 1,981,3,0,"Pokrnic, Mr. Tome",male,24.0,0.0,8.6625,S,Did Not Survive
Dataset 1,982,2,0,"Ponesell, Mr. Martin",male,34.0,0.0,13.0,S,Did Not Survive
Dataset 1,983,2,1,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0.0,12.7375,C,Survived
Dataset 1,984,1,0,"Porter, Mr. Walter Chamberlain",male,47.0,0.0,52.0,S,Did Not Survive
Dataset 1,985,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,1.0,83.1583,C,Survived
Dataset 1,986,2,0,"Pulbaum, Mr. Franz",male,27.0,0.0,15.0333,C,Did Not Survive
Dataset 1,987,2,1,"Quick, Miss. Phyllis May",female,2.0,2.0,26.0,S,Survived
Dataset 1,988,2,1,"Quick, Miss. Winifred Vera",female,8.0,2.0,26.0,S,Survived
Dataset 1,989,2,1,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,2.0,26.0,S,Survived
Dataset 1,990,3,0,"Radeff, Mr. Alexander",male,,0.0,7.8958,S,Did Not Survive
Dataset 1,991,3,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,,0.0,8.1125,S,Did Not Survive
Dataset 1,992,3,0,"Razi, Mr. Raihed",male,,0.0,7.2292,C,Did Not Survive
Dataset 1,993,3,0,"Reed, Mr. James George",male,,0.0,7.25,S,Did Not Survive
Dataset 1,994,2,0,"Reeves, Mr. David",male,36.0,0.0,10.5,S,Did Not Survive
Dataset 1,995,3,0,"Rekic, Mr. Tido",male,38.0,0.0,7.8958,S,Did Not Survive
Dataset 1,996,2,0,"Renouf, Mr. Peter Henry",male,34.0,1.0,21.0,S,Did Not Survive
Dataset 1,997,2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3.0,21.0,S,Survived
Dataset 1,998,1,0,"Reuchlin, Jonkheer. John George",male,38.0,0.0,0.0,S,Did Not Survive
Dataset 1,999,2,1,"Reynaldo, Ms. Encarnacion",female,28.0,0.0,13.0,S,Survived
Dataset 1,1000,3,0,"Reynolds, Mr. Harold J",male,21.0,0.0,8.05,S,Did Not Survive
Dataset 1,1001,1,1,"Rheims, Mr. George Alexander Lucien",male,,0.0,39.6,S,Survived
Dataset 1,1002,3,0,"Rice, Master. Albert",male,10.0,5.0,29.125,Q,Did Not Survive
Dataset 1,1003,3,0,"Rice, Master. Arthur",male,4.0,5.0,29.125,Q,Did Not Survive
Dataset 1,1004,3,0,"Rice, Master. Eric",male,7.0,5.0,29.125,Q,Did Not Survive
Dataset 1,1005,3,0,"Rice, Master. Eugene",male,2.0,5.0,29.125,Q,Did Not Survive
Dataset 1,1006,3,0,"Rice, Master. George Hugh",male,8.0,5.0,29.125,Q,Did Not Survive
Dataset 1,1007,3,0,"Rice, Mrs. William (Margaret Norton)",female,39.0,5.0,29.125,Q,Did Not Survive
Dataset 1,1008,2,0,"Richard, Mr. Emile",male,23.0,0.0,15.0458,C,Did Not Survive
Dataset 1,1009,2,1,"Richards, Master. George Sibley",male,0.83,2.0,18.75,S,Survived
Dataset 1,1010,2,1,"Richards, Master. William Rowe",male,3.0,2.0,18.75,S,Survived
Dataset 1,1011,2,1,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,5.0,18.75,S,Survived
Dataset 1,1012,2,1,"Ridsdale, Miss. Lucy",female,50.0,0.0,10.5,S,Survived
Dataset 1,1013,3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,22.0,0.0,39.6875,S,Did Not Survive
Dataset 1,1014,1,0,"Ringhini, Mr. Sante",male,22.0,0.0,135.6333,C,Did Not Survive
Dataset 1,1015,3,0,"Rintamaki, Mr. Matti",male,35.0,0.0,7.125,S,Did Not Survive
Dataset 1,1016,3,1,"Riordan, Miss. Johanna ""Hannah""",female,,0.0,7.7208,Q,Survived
Dataset 1,1017,3,0,"Risien, Mr. Samuel Beard",male,,0.0,14.5,S,Did Not Survive
Dataset 1,1018,3,0,"Risien, Mrs. Samuel (Emma)",female,,0.0,14.5,S,Did Not Survive
Dataset 1,1019,1,0,"Robbins, Mr. Victor",male,,0.0,227.525,C,Did Not Survive
Dataset 1,1020,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,1.0,211.3375,S,Survived
Dataset 1,1021,3,0,"Robins, Mr. Alexander A",male,50.0,1.0,14.5,S,Did Not Survive
Dataset 1,1022,3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1.0,14.5,S,Did Not Survive
Dataset 1,1023,1,0,"Roebling, Mr. Washington Augustus II",male,31.0,0.0,50.4958,S,Did Not Survive
Dataset 1,1024,2,0,"Rogers, Mr. Reginald Harry",male,19.0,0.0,10.5,S,Did Not Survive
Dataset 1,1025,3,0,"Rogers, Mr. William John",male,,0.0,8.05,S,Did Not Survive
Dataset 1,1026,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0.0,26.55,S,Survived
Dataset 1,1027,3,0,"Rommetvedt, Mr. Knud Paust",male,,0.0,7.775,S,Did Not Survive
Dataset 1,1028,1,0,"Rood, Mr. Hugh Roscoe",male,,0.0,50.0,S,Did Not Survive
Dataset 1,1029,3,0,"Rosblom, Miss. Salli Helena",female,2.0,2.0,20.2125,S,Did Not Survive
Dataset 1,1030,3,0,"Rosblom, Mr. Viktor Richard",male,18.0,2.0,20.2125,S,Did Not Survive
Dataset 1,1031,3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,2.0,20.2125,S,Did Not Survive
Dataset 1,1032,1,1,"Rosenbaum, Miss. Edith Louise",female,33.0,0.0,27.7208,C,Survived
Dataset 1,1033,1,0,"Rosenshine, Mr. George (""Mr George Thorne"")",male,46.0,0.0,79.2,C,Did Not Survive
Dataset 1,1034,1,0,"Ross, Mr. John Hugo",male,36.0,0.0,40.125,C,Did Not Survive
Dataset 1,1035,3,1,"Roth, Miss. Sarah A",female,,0.0,8.05,S,Survived
Dataset 1,1036,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0.0,86.5,S,Survived
Dataset 1,1037,1,0,"Rothschild, Mr. Martin",male,55.0,1.0,59.4,C,Did Not Survive
Dataset 1,1038,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1.0,59.4,C,Survived
Dataset 1,1039,3,0,"Rouse, Mr. Richard Henry",male,50.0,0.0,8.05,S,Did Not Survive
Dataset 1,1040,1,0,"Rowe, Mr. Alfred G",male,33.0,0.0,26.55,S,Did Not Survive
Dataset 1,1041,2,1,"Rugg, Miss. Emily",female,21.0,0.0,10.5,S,Survived
Dataset 1,1042,3,0,"Rush, Mr. Alfred George John",male,16.0,0.0,8.05,S,Did Not Survive
Dataset 1,1043,3,1,"Ryan, Mr. Edward",male,,0.0,7.75,Q,Survived
Dataset 1,1044,3,0,"Ryan, Mr. Patrick",male,,0.0,24.15,Q,Did Not Survive
Dataset 1,1045,1,1,"Ryerson, Master. John Borie",male,13.0,4.0,262.375,C,Survived
Dataset 1,1046,1,1,"Ryerson, Miss. Emily Borie",female,18.0,4.0,262.375,C,Survived
Dataset 1,1047,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,4.0,262.375,C,Survived
Dataset 1,1048,1,0,"Ryerson, Mr. Arthur Larned",male,61.0,4.0,262.375,C,Did Not Survive
Dataset 1,1049,1,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,4.0,262.375,C,Survived
Dataset 1,1050,3,0,"Saad, Mr. Amin",male,,0.0,7.2292,C,Did Not Survive
Dataset 1,1051,3,0,"Saad, Mr. Khalil",male,25.0,0.0,7.225,C,Did Not Survive
Dataset 1,1052,3,0,"Saade, Mr. Jean Nassr",male,,0.0,7.225,C,Did Not Survive
Dataset 1,1053,1,1,"Saalfeld, Mr. Adolphe",male,,0.0,30.5,S,Survived
Dataset 1,1054,3,0,"Sadlier, Mr. Matthew",male,,0.0,7.7292,Q,Did Not Survive
Dataset 1,1055,3,0,"Sadowitz, Mr. Harry",male,,0.0,7.575,S,Did Not Survive
Dataset 1,1056,3,0,"Saether, Mr. Simon Sivertsen",male,38.5,0.0,7.25,S,Did Not Survive
Dataset 1,1057,3,0,"Sage, Master. Thomas Henry",male,,10.0,69.55,S,Did Not Survive
Dataset 1,1058,3,0,"Sage, Master. William Henry",male,14.5,10.0,69.55,S,Did Not Survive
Dataset 1,1059,3,0,"Sage, Miss. Ada",female,,10.0,69.55,S,Did Not Survive
Dataset 1,1060,3,0,"Sage, Miss. Constance Gladys",female,,10.0,69.55,S,Did Not Survive
Dataset 1,1061,3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,,10.0,69.55,S,Did Not Survive
Dataset 1,1062,3,0,"Sage, Miss. Stella Anna",female,,10.0,69.55,S,Did Not Survive
Dataset 1,1063,3,0,"Sage, Mr. Douglas Bullen",male,,10.0,69.55,S,Did Not Survive
Dataset 1,1064,3,0,"Sage, Mr. Frederick",male,,10.0,69.55,S,Did Not Survive
Dataset 1,1065,3,0,"Sage, Mr. George John Jr",male,,10.0,69.55,S,Did Not Survive
Dataset 1,1066,3,0,"Sage, Mr. John George",male,,10.0,69.55,S,Did Not Survive
Dataset 1,1067,3,0,"Sage, Mrs. John (Annie Bullen)",female,,10.0,69.55,S,Did Not Survive
Dataset 1,1068,1,1,"Sagesser, Mlle. Emma",female,24.0,0.0,69.3,C,Survived
Dataset 1,1069,3,0,"Salander, Mr. Karl Johan",male,24.0,0.0,9.325,S,Did Not Survive
Dataset 1,1070,3,1,"Salkjelsvik, Miss. Anna Kristine",female,21.0,0.0,7.65,S,Survived
